Surah,Ayah,Text,Label
12,8,"They said: ""Truly Joseph and his brother are loved more by our father than we: But we are a goodly body! really our father is obviously wandering (in his mind)!",['pillars_of_faith']
12,9,"""Slay ye Joseph or cast him out to some (unknown) land, that so the favour of your father may be given to you alone: (there will be time enough) for you to be righteous after that!""",['forbiden_acts']
12,11,"They said: ""O our father! why dost thou not trust us with Joseph,- seeing we are indeed his sincere well-wishers?",['forbiden_acts']
12,12,"""Send him with us tomorrow to enjoy himself and play, and we shall take every care of him.""",['foundations_of_the_laws']
12,13,"(Jacob) said: ""Really it saddens me that ye should take him away: I fear lest the wolf should devour him while ye attend not to him.""",['creation_and_creatures']
12,17,"They said: ""O our father! We went racing with one another, and left Joseph with our things; and the wolf devoured him.... But thou wilt never believe us even though we tell the truth.""","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts', 'foundations_of_the_laws', 'creation_and_creatures']"
12,18,"They stained his shirt with false blood. He said: ""Nay, but your minds have made up a tale (that may pass) with you, (for me) patience is most fitting: Against that which ye assert, it is Allah (alone) Whose help can be sought""..",['muslim_ethic']
12,19,"Then there came a caravan of travellers: they sent their water-carrier (for water), and he let down his bucket (into the well)... He said: ""Ah there! Good news! Here is a (fine) young man!"" So they concealed him as a treasure! But Allah knoweth well all that they do!",['pillars_of_faith']
12,22,"When Joseph attained His full manhood, We gave him power and knowledge: thus do We reward those who do right.","['pillars_of_faith', 'muslim_ethic']"
12,23,"But she in whose house he was, sought to seduce him from his (true) self: she fastened the doors, and said: ""Now come, thou (dear one)!"" He said: ""Allah forbid! truly (thy husband) is my lord! he made my sojourn agreeable! truly to no good come those who do wrong!""",['forbiden_acts']
12,26,"He said: ""It was she that sought to seduce me - from my (true) self."" And one of her household saw (this) and bore witness, (thus):- ""If it be that his shirt is rent from the front, then is her tale true, and he is a liar!",['muslim_ethic']
12,27,"""But if it be that his shirt is torn from the back, then is she the liar, and he is telling the truth!""",['forbiden_acts']
12,29,"""O Joseph, pass this over! (O wife), ask forgiveness for thy sin, for truly thou hast been at fault!""",['mandatory_acts']
12,30,"Ladies said in the City: ""The wife of the (great) 'Aziz is seeking to seduce her slave from his (true) self: Truly hath he inspired her with violent love: we see she is evidently going astray.""","['pillars_of_faith', 'forbiden_acts']"
12,33,"He said: ""O my Lord! the prison is more to my liking than that to which they invite me: Unless Thou turn away their snare from me, I should (in my youthful folly) feel inclined towards them and join the ranks of the ignorant.""",['creation_and_creatures']
12,34,"So his Lord hearkened to him (in his prayer), and turned away from him their snare: Verily He heareth and knoweth (all things).",['pillars_of_faith']
12,36,"Now with him there came into the prison two young men. Said one of them: ""I see myself (in a dream) pressing wine."" said the other: ""I see myself (in a dream) carrying bread on my head, and birds are eating, thereof."" ""Tell us"" (they said) ""The truth and meaning thereof: for we see thou art one that doth good (to all).""",['muslim_ethic']
12,37,"He said: ""Before any food comes (in due course) to feed either of you, I will surely reveal to you the truth and meaning of this ere it befall you: that is part of the (duty) which my Lord hath taught me. I have (I assure you) abandoned the ways of a people that believe not in Allah and that (even) deny the Hereafter.",['pillars_of_faith']
12,38,"""And I follow the ways of my fathers,- Abraham, Isaac, and Jacob; and never could we attribute any partners whatever to Allah: that (comes) of the grace of Allah to us and to mankind: yet most men are not grateful.","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts']"
12,39,"""O my two companions of the prison! (I ask you): are many lords differing among themselves better, or the One Allah, Supreme and Irresistible?","['pillars_of_faith', 'forbiden_acts']"
12,40,"""If not Him, ye worship nothing but names which ye have named,- ye and your fathers,- for which Allah hath sent down no authority: the command is for none but Allah: He hath commanded that ye worship none but Him: that is the right religion, but most men understand not...",['pillars_of_faith']
12,42,"And of the two, to that one whom he consider about to be saved, he said: ""Mention me to thy lord."" But Satan made him forget to mention him to his lord: and (Joseph) lingered in prison a few (more) years.",['creation_and_creatures']
12,46,"""O Joseph!"" (he said) ""O man of truth! Expound to us (the dream) of seven fat kine whom seven lean ones devour, and of seven green ears of corn and (seven) others withered: that I may return to the people, and that they may understand.""",['muslim_ethic']
12,50,"So the king said: ""Bring ye him unto me."" But when the messenger came to him, (Joseph) said: ""Go thou back to thy lord, and ask him, 'What is the state of mind of the ladies who cut their hands'? For my Lord is certainly well aware of their snare.""","['pillars_of_faith', 'creation_and_creatures']"
12,51,"(The king) said (to the ladies): ""What was your affair when ye did seek to seduce Joseph from his (true) self?"" The ladies said: ""Allah preserve us! no evil know we against him!"" Said the 'Aziz's wife: ""Now is the truth manifest (to all): it was I who sought to seduce him from his (true) self: He is indeed of those who are (ever) true (and virtuous).",['muslim_ethic']
12,52,"""This (say I), in order that He may know that I have never been false to him in his absence, and that Allah will never guide the snare of the false ones.","['pillars_of_faith', 'forbiden_acts']"
12,53,"""Nor do I absolve my own self (of blame): the (human) soul is certainly prone to evil, unless my Lord do bestow His Mercy: but surely my Lord is Oft-forgiving, Most Merciful.""",['mandatory_acts']
12,56,"Thus did We give established power to Joseph in the land, to take possession therein as, when, or where he pleased. We bestow of our Mercy on whom We please, and We suffer not, to be lost, the reward of those who do good.","['pillars_of_faith', 'muslim_ethic']"
12,57,"But verily the reward of the Hereafter is the best, for those who believe, and are constant in righteousness.","['pillars_of_faith', 'muslim_ethic']"
12,59,"And when he had furnished them forth with provisions (suitable) for them, he said: ""Bring unto me a brother ye have, of the same father as yourselves, (but a different mother): see ye not that I pay out full measure, and that I do provide the best hospitality?","['muslim_ethic', 'foundations_of_the_laws']"
12,63,"Now when they returned to their father, they said: ""O our father! No more measure of grain shall we get (unless we take our brother): So send our brother with us, that we may get our measure; and we will indeed take every care of him.""",['foundations_of_the_laws']
12,66,"(Jacob) said: ""Never will I send him with you until ye swear a solemn oath to me, in Allah's name, that ye will be sure to bring him back to me unless ye are yourselves hemmed in (and made powerless). And when they had sworn their solemn oath, he said: ""Over all that we say, be Allah the witness and guardian!""",['foundations_of_the_laws']
12,67,"Further he said: ""O my sons! enter not all by one gate: enter ye by different gates. Not that I can profit you aught against Allah (with my advice): None can command except Allah: On Him do I put my trust: and let all that trust put their trust on Him.""","['pillars_of_faith', 'muslim_ethic']"
12,73,"(The brothers) said: ""By Allah! well ye know that we came not to make mischief in the land, and we are no thieves!""",['forbiden_acts']
12,74,"(The Egyptians) said: ""What then shall be the penalty of this, if ye are (proved) to have lied?""",['forbiden_acts']
12,76,"So he began (the search) with their baggage, before (he came to) the baggage of his brother: at length he brought it out of his brother's baggage. Thus did We plan for Joseph. He could not take his brother by the law of the king except that Allah willed it (so). We raise to degrees (of wisdom) whom We please: but over all endued with knowledge is one, the All-Knowing.","['pillars_of_faith', 'foundations_of_the_laws', 'science_in_the_quran']"
12,77,"They said: ""If he steals, there was a brother of his who did steal before (him)."" But these things did Joseph keep locked in his heart, revealing not the secrets to them. He (simply) said (to himself): ""Ye are the worse situated; and Allah knoweth best the truth of what ye assert!""",['forbiden_acts']
